"label","left_0_x","left_0_y","left_1_x","left_1_y","left_2_x","left_2_y","left_3_x","left_3_y","left_4_x","left_4_y","left_5_x","left_5_y","left_6_x","left_6_y","left_7_x","left_7_y","left_8_x","left_8_y","left_9_x","left_9_y","left_10_x","left_10_y","left_11_x","left_11_y","left_12_x","left_12_y","left_13_x","left_13_y","left_14_x","left_14_y","left_15_x","left_15_y","left_16_x","left_16_y","left_17_x","left_17_y","left_18_x","left_18_y","left_19_x","left_19_y","left_20_x","left_20_y","right_0_x","right_0_y","right_1_x","right_1_y","right_2_x","right_2_y","right_3_x","right_3_y","right_4_x","right_4_y","right_5_x","right_5_y","right_6_x","right_6_y","right_7_x","right_7_y","right_8_x","right_8_y","right_9_x","right_9_y","right_10_x","right_10_y","right_11_x","right_11_y","right_12_x","right_12_y","right_13_x","right_13_y","right_14_x","right_14_y","right_15_x","right_15_y","right_16_x","right_16_y","right_17_x","right_17_y","right_18_x","right_18_y","right_19_x","right_19_y","right_20_x","right_20_y","left_roll","left_pitch","left_yaw","right_roll","right_pitch","right_yaw","capture_mode","hand_presence","left_points_visible","right_points_visible","left_fallback_used","right_fallback_used","curation_action","timestamp_unix_ms"
"g","0.502719","0.528959","0.497566","0.481566","0.483536","0.444864","0.471041","0.420182","0.46245","0.401194","0.462192","0.451066","0.439518","0.442806","0.426373","0.442454","0.414339","0.442689","0.45932","0.473014","0.445333","0.470748","0.455201","0.473708","0.462691","0.475544","0.458838","0.495447","0.447285","0.497116","0.46241","0.499195","0.474249","0.499918","0.459741","0.517405","0.44823","0.517566","0.458286","0.516414","0.467928","0.514486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-87.2258","-19.267828","177.290237","49.546848","-26.03529","-736.952698","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.47673","0.542684","0.478535","0.503741","0.469029","0.4644","0.458476","0.438304","0.450954","0.419124","0.442074","0.473058","0.421115","0.459464","0.407662","0.455427","0.396286","0.45194","0.437516","0.494527","0.428214","0.488235","0.444586","0.500196","0.457159","0.508724","0.434964","0.516292","0.426767","0.511731","0.44382","0.51979","0.456234","0.525102","0.433465","0.538125","0.424678","0.532348","0.437082","0.534246","0.447305","0.535635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-94.317337","-28.560135","157.474319","10.29785","3.78171","-758.350708","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.459767","0.582984","0.462586","0.537025","0.453002","0.488375","0.442704","0.453392","0.437951","0.425017","0.419638","0.494366","0.396025","0.477639","0.38048","0.472681","0.367629","0.467605","0.413276","0.518328","0.401224","0.506081","0.420092","0.521601","0.434474","0.533024","0.409247","0.543942","0.398585","0.536584","0.418557","0.54763","0.432957","0.554394","0.406391","0.570047","0.393958","0.562353","0.407385","0.565624","0.418872","0.567811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-101.801689","-27.796589","141.700821","-18.419151","8.184711","-743.726685","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.460944","0.532523","0.460723","0.498501","0.451012","0.464101","0.439684","0.442545","0.428485","0.430044","0.424979","0.474552","0.403814","0.46266","0.390757","0.458609","0.379641","0.455819","0.421679","0.494861","0.413903","0.493267","0.429905","0.503039","0.441359","0.508492","0.420241","0.51532","0.413917","0.515203","0.429805","0.520616","0.440413","0.522329","0.419754","0.535092","0.411775","0.533424","0.42353","0.534169","0.43244","0.533448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-84.272766","-21.771938","139.340393","-58.309147","34.781712","-737.258667","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.481648","0.541908","0.482205","0.506226","0.475978","0.466498","0.474826","0.434966","0.479342","0.412573","0.447163","0.480741","0.424279","0.467742","0.409476","0.461701","0.397165","0.457061","0.442476","0.503628","0.435977","0.503983","0.45316","0.514732","0.46536","0.520868","0.440473","0.526221","0.437295","0.528649","0.453714","0.534039","0.464379","0.535657","0.439734","0.547949","0.435595","0.548222","0.448717","0.549088","0.457595","0.547949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-81.23114","-23.775337","149.145157","-246.341156","108.117706","-784.661682","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.485452","0.525269","0.484866","0.492256","0.477227","0.455496","0.473695","0.426368","0.475779","0.403919","0.450095","0.471494","0.428204","0.46176","0.414517","0.458202","0.403231","0.455356","0.446577","0.493139","0.441053","0.491034","0.45759","0.498003","0.469236","0.502172","0.44553","0.514301","0.443483","0.514085","0.459086","0.516694","0.469176","0.5172","0.44553","0.534781","0.441908","0.532975","0.453823","0.531409","0.461957","0.529384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-88.151581","-17.876665","148.960358","-285.891144","122.48671","-765.569702","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.473951","0.480042","0.471654","0.435944","0.462155","0.391942","0.456558","0.357538","0.457129","0.333254","0.428373","0.406444","0.404855","0.395243","0.391064","0.392523","0.379371","0.390259","0.423628","0.432574","0.414357","0.430946","0.433859","0.440672","0.448461","0.447214","0.422267","0.458469","0.415801","0.459114","0.43454","0.463703","0.44784","0.466402","0.422828","0.483647","0.415125","0.482828","0.428922","0.482072","0.439813","0.481232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-82.639137","-18.203211","151.733536","-334.076141","140.501709","-752.440674","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.510966","0.454435","0.508479","0.426101","0.501828","0.394579","0.500833","0.36927","0.503218","0.350643","0.478942","0.411184","0.460767","0.403921","0.449271","0.400694","0.439768","0.397702","0.477185","0.429821","0.470307","0.42566","0.484117","0.42955","0.494821","0.43283","0.477205","0.448176","0.472675","0.444865","0.486114","0.445475","0.495597","0.446388","0.477808","0.466018","0.472535","0.461453","0.482053","0.458382","0.489334","0.457172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-91.721214","-13.085243","154.02417","-402.371124","164.4487","-748.33667","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.430479","0.464417","0.415094","0.40119","0.392558","0.342151","0.377723","0.287776","0.373366","0.242315","0.344175","0.39823","0.300301","0.398671","0.272963","0.402778","0.249887","0.40675","0.345903","0.44229","0.326972","0.447854","0.359524","0.44467","0.383691","0.44014","0.352578","0.482767","0.336689","0.49014","0.367147","0.479483","0.389008","0.470433","0.36154","0.520101","0.344799","0.527333","0.365355","0.512598","0.38219","0.499828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-79.695938","-1.987255","179.95993","-441.836151","181.155701","-705.261658","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.496895","0.447435","0.496195","0.419146","0.488252","0.388802","0.48275","0.36623","0.482491","0.349051","0.467443","0.402147","0.449514","0.391799","0.437855","0.38731","0.428268","0.383695","0.464774","0.42018","0.461787","0.411843","0.475376","0.418195","0.485334","0.42415","0.464219","0.437733","0.464409","0.43051","0.477104","0.434034","0.485649","0.437661","0.464535","0.455817","0.463388","0.447638","0.47274","0.447138","0.47911","0.448115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-94.112915","-14.480305","151.043304","-491.511139","201.890701","-721.450684","static","left_only","21","0","0","0","keep","1.77E+12"
"g","0.461489","0.465353","0.460336","0.423715","0.450696","0.379815","0.446794","0.344595","0.450784","0.317702","0.415782","0.402388","0.387747","0.391056","0.369992","0.386293","0.355165","0.382937","0.412055","0.430288","0.406367","0.424266","0.427374","0.430181","0.441926","0.434336","0.411963","0.456892","0.411836","0.453433","0.430966","0.454103","0.443017","0.453591","0.413656","0.481753","0.411854","0.477995","0.42617","0.473692","0.435298","0.469468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-85.287041","-14.419269","149.94426","-535.745178","221.225708","-705.213684","static","left_only","21","0","0","0","keep","1.77E+12"
"l","0.423931","0.430854","0.446717","0.411973","0.468868","0.377108","0.486827","0.355165","0.502152","0.349146","0.448508","0.325218","0.450721","0.273322","0.45081","0.242637","0.450764","0.21645","0.433626","0.326499","0.437156","0.302387","0.437686","0.343236","0.436692","0.373118","0.418566","0.333126","0.420996","0.31355","0.424345","0.353675","0.425384","0.380165","0.403238","0.342618","0.406173","0.320421","0.412023","0.347923","0.414602","0.369513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-142.050201","-83.374832","108.737549","-273.117126","105.826706","-725.908691","static","left_only","21","0","0","0","keep","1.77E+12"
"l","0.446173","0.417949","0.464657","0.405295","0.483647","0.378765","0.499143","0.366285","0.511881","0.366771","0.465251","0.33174","0.46714","0.287852","0.467537","0.262025","0.467401","0.240147","0.453617","0.332355","0.461096","0.316624","0.461541","0.351137","0.459078","0.374118","0.441674","0.336477","0.449159","0.324634","0.450583","0.356538","0.449004","0.3755","0.429261","0.341793","0.436253","0.327755","0.439974","0.347759","0.439715","0.361596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-121.482201","-80.087074","107.371002","-321.895142","121.797699","-710.424683","static","left_only","21","0","0","0","keep","1.77E+12"
"l","0.445027","0.457969","0.466153","0.454246","0.490837","0.428029","0.511505","0.41042","0.527729","0.39989","0.477784","0.361685","0.482067","0.309819","0.484623","0.271221","0.48548","0.239693","0.461176","0.354001","0.466407","0.339442","0.46525","0.38454","0.463352","0.416906","0.443247","0.355652","0.447702","0.351845","0.449841","0.395824","0.450775","0.424808","0.425319","0.364331","0.428997","0.357421","0.433821","0.388824","0.43653","0.408907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.868254","-82.478806","123.170662","-336.224152","115.31871","-719.209656","static","left_only","21","0","0","0","keep","1.77E+12"
"l","0.464621","0.411124","0.482433","0.402164","0.501875","0.381329","0.517723","0.371954","0.53021","0.373794","0.488552","0.333837","0.492885","0.294846","0.494786","0.271144","0.496328","0.251166","0.477615","0.331914","0.484201","0.314726","0.482946","0.345943","0.48046","0.368802","0.466106","0.333561","0.471642","0.320253","0.47153","0.350306","0.47013","0.370445","0.45396","0.336462","0.459284","0.321943","0.46167","0.341331","0.461637","0.356167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.133392","-81.577843","103.792412","-382.818146","132.271713","-721.540649","static","left_only","21","0","0","0","keep","1.77E+12"
"l","0.471706","0.423506","0.486497","0.415832","0.502051","0.398686","0.514856","0.39211","0.525096","0.394433","0.491232","0.357797","0.494522","0.327163","0.495783","0.308439","0.496604","0.292619","0.482151","0.356577","0.487399","0.339273","0.487081","0.364201","0.485329","0.383401","0.472603","0.358888","0.476822","0.345146","0.477442","0.36921","0.476426","0.385983","0.462423","0.362838","0.466704","0.348206","0.469249","0.36446","0.469272","0.377935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155.302139","-79.229454","103.401619","-416.888153","140.7117","-747.498657","static","left_only","21","0","0","0","keep","1.77E+12"
"l","0.48637","0.389507","0.498563","0.380632","0.510182","0.365278","0.520334","0.35863","0.528885","0.360171","0.498469","0.331874","0.498999","0.303564","0.499259","0.286255","0.49944","0.27129","0.491399","0.33246","0.497753","0.320001","0.499033","0.341967","0.497949","0.357762","0.484059","0.3355","0.49087","0.326897","0.492199","0.347537","0.491038","0.360462","0.476297","0.339845","0.482767","0.330003","0.485393","0.343059","0.484987","0.352423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-84.114647","-79.017403","110.200897","-453.140137","158.772705","-761.709656","static","left_only","21","0","0","0","keep","1.77E+12"
"l","0.432542","0.46337","0.45788","0.444517","0.484567","0.407716","0.506362","0.386492","0.524785","0.384854","0.462147","0.344406","0.46579","0.285328","0.466776","0.249413","0.467771","0.219036","0.445659","0.344335","0.452937","0.318073","0.453145","0.364088","0.451361","0.399139","0.428727","0.350214","0.435079","0.331064","0.437818","0.374935","0.437977","0.405554","0.411096","0.358677","0.417234","0.33617","0.423228","0.36488","0.425337","0.38835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-98.133186","-83.137245","113.608391","-423.84613","155.4077","-759.302673","static","left_only","21","0","0","0","keep","1.77E+12"
"mahal kita","0.45918","0.495107","0.483275","0.481127","0.506098","0.449938","0.5236","0.428769","0.539125","0.423231","0.488496","0.392793","0.496031","0.346894","0.499931","0.318159","0.503662","0.293171","0.472849","0.39017","0.474166","0.368408","0.472777","0.405838","0.472714","0.435413","0.457541","0.392625","0.456506","0.373705","0.458724","0.408236","0.461641","0.433847","0.442895","0.398136","0.439716","0.362736","0.437443","0.3404","0.436181","0.316202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-123.578819","-82.906723","118.150848","-810.913147","339.37973","-695.154663","static","left_only","21","0","0","0","keep","1.77E+12"
"mahal kita","0.485089","0.435843","0.50156","0.427801","0.517204","0.408861","0.530235","0.397445","0.541016","0.396944","0.507293","0.367165","0.51377","0.337225","0.51688","0.319199","0.519711","0.303025","0.497546","0.364748","0.500974","0.346888","0.50006","0.36979","0.498625","0.388748","0.487542","0.365506","0.488357","0.347824","0.489656","0.370428","0.490556","0.387898","0.477508","0.368232","0.475361","0.342879","0.475179","0.327299","0.47544","0.31029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169.314774","-80.922653","109.36084","-825.572144","365.563721","-806.120667","static","left_only","21","0","0","0","keep","1.77E+12"
"mahal kita","0.49878","0.417978","0.512743","0.408839","0.525731","0.390996","0.536708","0.380843","0.546115","0.381194","0.516554","0.354077","0.522846","0.327626","0.526327","0.311868","0.529299","0.297909","0.507717","0.353234","0.511153","0.337582","0.511734","0.357439","0.511168","0.373791","0.498714","0.355441","0.49918","0.339745","0.50209","0.359023","0.503899","0.374108","0.489901","0.359859","0.484878","0.338548","0.482753","0.325992","0.481095","0.311747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-37.770779","-77.340019","112.979721","-858.01416","380.398712","-775.163696","static","left_only","21","0","0","0","keep","1.77E+12"
"mahal kita","0.413229","0.449976","0.440788","0.435739","0.467693","0.407346","0.489144","0.387933","0.506834","0.38768","0.451642","0.337451","0.463433","0.287566","0.468695","0.257287","0.473706","0.22954","0.434198","0.330678","0.438835","0.301305","0.435884","0.34156","0.433431","0.374291","0.416884","0.329275","0.41746","0.296237","0.418933","0.332247","0.420794","0.362078","0.400583","0.332169","0.397042","0.291702","0.395916","0.266724","0.395918","0.239873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.517464","-78.052986","103.426315","-906.721191","395.682709","-796.954651","static","left_only","21","0","0","0","keep","1.77E+12"
"h","0.487153","0.466083","0.48187","0.431126","0.468262","0.412445","0.456991","0.419562","0.450626","0.434753","0.444264","0.416954","0.425894","0.408924","0.413854","0.406151","0.403067","0.404027","0.441687","0.434932","0.42205","0.426166","0.407953","0.419374","0.396275","0.414459","0.442758","0.453335","0.433926","0.448627","0.447877","0.444097","0.459141","0.443501","0.446315","0.472161","0.43459","0.467082","0.442912","0.459883","0.452611","0.456931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-85.448746","-12.095516","171.453964","-1045.181152","505.195709","-748.664673","static","left_only","21","0","0","0","keep","1.77E+12"
"h","0.487779","0.466655","0.480005","0.438007","0.46418","0.426249","0.452603","0.438764","0.445392","0.453249","0.446323","0.429951","0.427575","0.426658","0.415551","0.426375","0.405277","0.426867","0.445086","0.447811","0.424105","0.444758","0.409847","0.442254","0.398548","0.440258","0.447612","0.465609","0.439637","0.462463","0.451073","0.457267","0.46028","0.45559","0.452598","0.482878","0.445826","0.476512","0.454268","0.468071","0.462627","0.463779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-80.971291","-4.668237","179.300919","-1140.870117","545.830688","-787.939697","static","left_only","21","0","0","0","keep","1.77E+12"
"h","0.442747","0.456802","0.432124","0.424564","0.413321","0.415891","0.399308","0.431972","0.390546","0.450091","0.396237","0.415796","0.375215","0.412892","0.36202","0.413262","0.350935","0.414254","0.395459","0.435048","0.372667","0.433832","0.356923","0.431931","0.344482","0.430808","0.39907","0.45452","0.387799","0.454937","0.400274","0.446997","0.409573","0.443295","0.405482","0.472719","0.395181","0.468541","0.403598","0.459402","0.41202","0.454523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-79.446075","-3.921063","191.623169","-1176.259155","561.854675","-777.013672","static","left_only","21","0","0","0","keep","1.77E+12"
"h","0.444935","0.456522","0.434015","0.414703","0.411107","0.397731","0.394478","0.414539","0.38603","0.437026","0.384725","0.407658","0.359454","0.403821","0.342877","0.403692","0.328854","0.404651","0.383995","0.431924","0.356075","0.42913","0.336506","0.426121","0.321576","0.423878","0.388577","0.45582","0.378495","0.449559","0.395075","0.44004","0.408741","0.436118","0.396212","0.47882","0.385671","0.470141","0.39763","0.457271","0.410351","0.449903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-91.556976","-2.491964","181.056137","-1223.736084","581.810669","-788.015686","static","left_only","21","0","0","0","keep","1.77E+12"
"h","0.490342","0.4648","0.483652","0.442368","0.471852","0.431395","0.463016","0.440707","0.457751","0.453428","0.456302","0.437193","0.441125","0.434871","0.431905","0.434975","0.423813","0.436105","0.45556","0.451406","0.43889","0.449323","0.428025","0.44772","0.419046","0.44696","0.457767","0.465488","0.452496","0.461548","0.461346","0.455953","0.468111","0.453416","0.461874","0.479207","0.457057","0.473482","0.463107","0.466276","0.469006","0.462394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-83.019112","-0.73144","182.323257","-1264.131104","604.798706","-826.80365","static","left_only","21","0","0","0","keep","1.77E+12"
"m","0.470889","0.473652","0.488902","0.442982","0.492335","0.406213","0.479108","0.383811","0.466345","0.369816","0.488588","0.381902","0.49501","0.357638","0.499005","0.37644","0.499633","0.39793","0.47748","0.380955","0.48475","0.350009","0.489584","0.373186","0.489946","0.397554","0.465628","0.384056","0.470492","0.346275","0.477306","0.369075","0.478448","0.392007","0.452576","0.393872","0.460642","0.373831","0.466234","0.392904","0.465997","0.411361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-157.047089","-57.042305","128.957016","-1382.07312","647.84967","-859.127686","static","left_only","21","0","0","0","keep","1.77E+12"
"m","0.473499","0.454709","0.486832","0.433297","0.490187","0.408695","0.482047","0.392932","0.472514","0.383205","0.487113","0.385564","0.490434","0.368227","0.492473","0.381157","0.492428","0.396734","0.478011","0.385054","0.481501","0.364344","0.484497","0.381965","0.484735","0.399861","0.468782","0.388652","0.471392","0.364103","0.475815","0.381552","0.476782","0.39826","0.459318","0.397501","0.462844","0.383577","0.466634","0.398342","0.46724","0.412267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-157.306061","-57.055305","123.752449","-1437.835083","673.709717","-875.093689","static","left_only","21","0","0","0","keep","1.77E+12"
"m","0.506886","0.443928","0.518658","0.42246","0.520363","0.399691","0.512581","0.386565","0.503358","0.378142","0.516982","0.379042","0.521099","0.362558","0.52489","0.375191","0.526376","0.389785","0.509707","0.379642","0.515227","0.360399","0.519592","0.377401","0.520712","0.394722","0.50158","0.383062","0.506864","0.36024","0.512361","0.377238","0.513902","0.394131","0.492631","0.391062","0.499259","0.381027","0.503701","0.396169","0.50453","0.410378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-152.677658","-56.255486","139.79306","-1141.669067","536.920715","-862.630676","static","left_only","21","0","0","0","keep","1.77E+12"
"m","0.519188","0.440267","0.530763","0.416648","0.531588","0.394326","0.522499","0.38216","0.51346","0.373812","0.526982","0.377687","0.530918","0.362171","0.535518","0.373829","0.537588","0.387872","0.519811","0.378813","0.525406","0.360094","0.5307","0.375438","0.532286","0.391778","0.511981","0.382291","0.517005","0.359419","0.523101","0.375405","0.524822","0.391288","0.503369","0.390326","0.511375","0.380499","0.516432","0.394443","0.517254","0.407409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-153.678894","-54.900276","140.767609","-770.71814","349.367706","-925.271667","static","left_only","21","0","0","0","keep","1.77E+12"
"m","0.514447","0.450283","0.526147","0.425972","0.527354","0.403462","0.519305","0.390233","0.510929","0.381332","0.52249","0.38606","0.526269","0.36846","0.530926","0.380602","0.5326","0.395568","0.515415","0.387007","0.520917","0.366548","0.526487","0.38216","0.527918","0.398889","0.50755","0.389995","0.513127","0.366883","0.519274","0.383071","0.520698","0.399133","0.498737","0.39729","0.507311","0.388054","0.51226","0.401325","0.512708","0.413747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-150.648163","-56.370758","140.99472","-698.044189","330.863708","-909.345703","static","left_only","21","0","0","0","keep","1.77E+12"
"m","0.479108","0.454554","0.497555","0.431265","0.503323","0.396968","0.490392","0.377482","0.477317","0.364678","0.501242","0.369627","0.508073","0.349577","0.509102","0.370537","0.508192","0.391774","0.489836","0.367055","0.497929","0.343157","0.49967","0.369361","0.498749","0.394016","0.477885","0.368925","0.484556","0.338288","0.488931","0.364748","0.489272","0.387822","0.465206","0.377468","0.473592","0.36913","0.47852","0.391827","0.479214","0.409384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-161.694046","-68.361763","129.946579","-664.528198","309.784729","-938.156677","static","left_only","21","0","0","0","keep","1.77E+12"
"m","0.469041","0.450362","0.48804","0.428075","0.495912","0.391944","0.484173","0.36942","0.471522","0.353891","0.497539","0.363537","0.503008","0.339449","0.499917","0.362553","0.496356","0.386572","0.483764","0.358828","0.489686","0.333076","0.487823","0.362663","0.485739","0.389339","0.469864","0.359204","0.474459","0.325436","0.476408","0.356103","0.476246","0.382352","0.455535","0.36717","0.461507","0.356194","0.465035","0.382393","0.465827","0.403371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-171.027588","-71.461945","131.069443","-694.933167","316.016724","-951.200684","static","left_only","21","0","0","0","keep","1.77E+12"
"i","0.436366","0.516437","0.471546","0.492354","0.491706","0.465083","0.505008","0.441037","0.512064","0.40996","0.482766","0.406908","0.495527","0.389073","0.497539","0.418544","0.496709","0.445126","0.472125","0.39936","0.487602","0.386581","0.48896","0.424516","0.486534","0.456093","0.459968","0.391409","0.474502","0.370914","0.48169","0.405363","0.484436","0.436498","0.445793","0.386887","0.447562","0.340485","0.450166","0.314419","0.453155","0.292794","0.79083","0.891646","0.788283","0.915817","0.79577","0.93657","0.802978","0.957611","0.811732","0.977339","0.832467","0.942842","0.851408","0.97312","0.863144","0.994248","0.872401","1.011244","0.835547","0.938292","0.853701","0.969664","0.864947","0.993656","0.873397","1.014944","0.833182","0.93478","0.848157","0.962869","0.857501","0.984377","0.864147","1.00378","0.827026","0.93158","0.834141","0.950577","0.839797","0.965924","0.842913","0.97973","103.214104","-72.578499","103.04744","-1036.68811","435.440735","-891.808655","static","both","21","21","0","1","keep","1.77E+12"
"i","0.42155","0.452638","0.441753","0.438451","0.456284","0.41142","0.455187","0.379382","0.446521","0.361896","0.451583","0.376585","0.456682","0.35094","0.453616","0.370241","0.450576","0.387327","0.440755","0.370749","0.444653","0.349228","0.442643","0.377312","0.440534","0.397495","0.430112","0.36673","0.43359","0.342717","0.434629","0.371052","0.434377","0.394881","0.418099","0.364917","0.421538","0.333416","0.424159","0.314157","0.427145","0.296045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.206009","-64.487617","114.364868","-543.407166","178.066711","-905.157654","static","left_only","21","0","0","0","keep","1.77E+12"
"i","0.434656","0.427311","0.454085","0.412515","0.467672","0.386947","0.467928","0.357913","0.460603","0.339229","0.460764","0.355974","0.466248","0.338737","0.463988","0.358536","0.459841","0.376793","0.45132","0.350053","0.45716","0.335125","0.453936","0.36288","0.449125","0.384972","0.44163","0.345185","0.44768","0.327762","0.446654","0.35529","0.443946","0.379072","0.430298","0.342594","0.43422","0.312173","0.436898","0.293149","0.439543","0.276903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.886353","-61.522949","116.560127","-185.541153","118.9767","-787.229675","static","left_only","21","0","0","0","keep","1.77E+12"
"i","0.461737","0.445187","0.480312","0.425022","0.490696","0.394711","0.493201","0.366774","0.486499","0.349921","0.480653","0.364737","0.485683","0.345352","0.487309","0.364393","0.48672","0.382129","0.473357","0.360603","0.480243","0.342708","0.479462","0.373034","0.476586","0.396864","0.465174","0.357222","0.473232","0.341045","0.473336","0.370311","0.470991","0.393537","0.45585","0.355672","0.460703","0.323344","0.46404","0.304168","0.467129","0.288202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.987518","-68.200577","108.244255","-88.770157","58.829708","-772.708679","static","left_only","21","0","0","0","keep","1.77E+12"
"i","0.43675","0.456715","0.45596","0.439146","0.469375","0.409045","0.468072","0.377894","0.460302","0.359231","0.462116","0.372795","0.465477","0.34675","0.464568","0.366978","0.46224","0.387341","0.451428","0.368643","0.455009","0.350958","0.453314","0.383175","0.450239","0.407259","0.440866","0.36584","0.444476","0.346859","0.445297","0.377336","0.444364","0.402388","0.429246","0.364669","0.432605","0.330401","0.434561","0.309897","0.436402","0.291928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-142.862061","-65.081078","118.163383","6.94385","11.56271","-763.910706","static","left_only","21","0","0","0","keep","1.77E+12"
"i","0.461279","0.45698","0.481722","0.435956","0.491285","0.40407","0.496363","0.380804","0.494246","0.367144","0.467565","0.363095","0.46813","0.328124","0.470442","0.304936","0.473376","0.285678","0.462208","0.362084","0.481543","0.341876","0.485781","0.375101","0.483989","0.401189","0.458654","0.362303","0.478467","0.346018","0.481462","0.379546","0.478847","0.403896","0.456457","0.364126","0.465945","0.327397","0.471342","0.306456","0.474984","0.288947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.070648","-67.929115","107.062454","11.00385","3.66571","-777.766663","static","left_only","21","0","0","0","keep","1.77E+12"
"n","0.393782","0.465735","0.413691","0.435768","0.41984","0.399992","0.406865","0.370045","0.39634","0.34875","0.420904","0.378937","0.424685","0.35159","0.417776","0.368646","0.412847","0.392158","0.405309","0.375569","0.408201","0.341332","0.404087","0.363585","0.402619","0.390603","0.390101","0.376722","0.389443","0.360881","0.391188","0.393897","0.39412","0.420275","0.374939","0.38232","0.374714","0.362026","0.377842","0.383157","0.381322","0.402029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-169.682587","-59.786819","125.84668","-87.751144","43.800709","-731.737671","static","left_only","21","0","0","0","keep","1.77E+12"
"n","0.418445","0.431646","0.433382","0.405253","0.436645","0.378204","0.426899","0.356638","0.418262","0.342561","0.436118","0.364154","0.437964","0.34153","0.435665","0.35174","0.433489","0.369384","0.424695","0.363054","0.425286","0.33512","0.424665","0.350935","0.424696","0.371509","0.413389","0.36544","0.412656","0.3485","0.415555","0.370178","0.417957","0.389118","0.40196","0.371506","0.402579","0.355306","0.405928","0.369532","0.408301","0.383354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-158.781418","-48.036629","120.981224","-130.291153","71.655716","-714.719666","static","left_only","21","0","0","0","keep","1.77E+12"
